company_size,industry,tech_stack_keywords,page_visits,intent_signal,historical_conversion_rate,converted
1416,Finance,"NodeJS, React, AWS",92,0.85,0.9,1
202,Retail,"Kotlin, NodeJS, AWS",12,0.23,0.26,0
2370,Tech,"NodeJS, React, AWS",27,0.4,0.49,1
518,Finance,Java,1,0.1,0.42,0
1342,Education,"AWS, Python",64,0.94,0.53,1
4777,Education,"AWS, SQL, React",74,0.29,0.29,1
1989,Tech,"Kotlin, AWS, React",97,0.6,0.46,1
3546,Health,"React, AWS, NodeJS",80,0.15,0.15,1
4521,Health,"SQL, AWS, Python",39,0.8,0.71,1
3803,Finance,"React, NodeJS",60,0.19,0.37,1
3276,Health,"Java, AWS, SQL",70,0.81,0.54,1
3655,Tech,"AWS, NodeJS, React",54,0.4,0.6,1
2435,Finance,"SQL, Java, Kotlin",25,0.58,0.84,1
4874,Retail,"AWS, NodeJS",20,0.27,0.08,0
208,Health,Kotlin,36,0.88,0.48,1
2634,Health,"Python, AWS",23,0.76,0.89,1
4118,Finance,Java,80,0.35,0.33,1
154,Education,"Kotlin, Python, NodeJS",1,0.59,0.44,0
3367,Health,"React, AWS, Kotlin",94,0.13,0.09,1
4315,Tech,"Kotlin, SQL",27,0.16,0.75,1
4765,Health,Python,52,0.53,0.09,1
1519,Retail,React,2,0.64,0.63,0
2601,Health,AWS,21,0.56,0.37,0
2196,Education,NodeJS,9,0.56,0.34,0
4499,Health,"Kotlin, NodeJS",88,0.74,0.59,1
4692,Finance,Kotlin,48,0.9,0.57,1
3555,Health,Java,39,0.39,0.41,1
2415,Education,"Python, AWS",42,0.54,0.28,1
2850,Finance,"Python, NodeJS",71,0.89,0.51,1
1743,Tech,"AWS, Kotlin, Python",94,0.46,0.27,1
1307,Finance,"Python, NodeJS, Kotlin",45,0.45,0.1,1
3850,Retail,Python,2,0.77,0.8,1
4169,Finance,AWS,76,0.88,0.7,1
4577,Tech,"Python, Kotlin, React",77,0.74,0.08,1
4656,Health,"AWS, SQL, Java",67,0.1,0.16,1
4841,Finance,Kotlin,43,0.46,0.1,1
4196,Finance,"NodeJS, Python, React",18,0.21,0.79,0
2556,Finance,Python,39,0.32,0.77,1
2306,Finance,"Java, AWS, Python",6,0.47,0.41,0
4509,Tech,"Python, Kotlin",42,0.22,0.82,1
1089,Education,"SQL, AWS, Python",52,0.52,0.97,1
2643,Education,"Python, React, Java",27,0.64,0.97,1
1178,Finance,Python,79,0.87,0.98,1
4917,Tech,"Kotlin, Python",15,0.21,0.85,0
4758,Tech,React,19,0.31,0.22,0
2995,Finance,"SQL, AWS, Kotlin",62,0.41,0.06,1
560,Retail,"React, NodeJS, Kotlin",64,0.22,0.81,1
2965,Finance,"AWS, Java",51,0.33,0.31,1
1272,Retail,"AWS, Java, Python",47,0.88,0.34,1
1814,Finance,Java,57,0.14,0.07,0
2916,Retail,React,20,0.44,0.71,1
610,Retail,"React, AWS",20,0.31,0.43,0
2462,Finance,"NodeJS, SQL",82,0.08,0.2,1
4121,Retail,"Python, React",64,0.1,0.65,1
284,Health,"Kotlin, React, SQL",98,0.78,0.98,1
2929,Education,"AWS, Python, SQL",99,0.85,0.5,1
4397,Tech,"Java, React, NodeJS",38,0.74,0.61,1
1092,Retail,"React, AWS",38,0.54,0.16,1
817,Retail,React,65,0.77,0.16,1
83,Tech,Python,76,0.15,0.46,1
1921,Retail,React,5,0.78,0.84,1
3492,Tech,"NodeJS, React",64,0.42,0.91,1
3145,Finance,"Kotlin, AWS",27,0.75,0.64,1
2094,Health,Python,20,0.23,0.36,0
4714,Health,"React, Kotlin",60,0.83,0.75,1
176,Education,Python,40,0.57,0.29,1
2705,Retail,"Java, React",83,0.01,0.22,1
4938,Education,"React, Kotlin",79,0.52,0.8,1
370,Finance,AWS,6,0.31,0.75,0
1819,Health,Java,73,0.06,0.88,1
2102,Finance,"SQL, Python",36,0.45,0.58,1
4786,Finance,Java,87,0.31,0.9,1
3491,Retail,"SQL, Java",74,0.2,0.03,1
1780,Finance,"Python, AWS",65,0.35,0.25,1
1365,Health,SQL,11,0.18,0.8,0
4463,Education,"Kotlin, Java",49,0.3,0.42,1
3343,Health,React,84,0.12,0.24,1
4740,Retail,"NodeJS, Kotlin, Python",28,0.08,0.8,1
3677,Health,"Python, React",22,0.91,0.82,1
2427,Tech,"SQL, Kotlin, AWS",84,0.9,0.46,1
73,Education,"SQL, NodeJS",47,0.83,0.47,1
2963,Tech,SQL,80,0.23,0.78,1
860,Tech,"NodeJS, Kotlin, AWS",66,0.73,0.77,1
3857,Retail,Python,25,0.59,0.87,1
4139,Finance,React,91,0.05,0.65,1
2425,Tech,Java,67,0.9,0.19,1
1065,Health,"Java, AWS, Kotlin",87,1.0,0.55,1
2218,Finance,Java,32,0.71,0.38,1
4018,Health,Python,17,0.23,0.03,0
2260,Health,"AWS, SQL",40,0.55,0.2,1
3752,Finance,"Kotlin, React",84,0.11,0.21,1
2087,Finance,React,30,0.3,0.08,0
369,Health,"AWS, Kotlin, Python",59,0.72,0.45,1
2805,Retail,"Java, Python, NodeJS",28,0.3,0.51,0
151,Education,"SQL, Kotlin",47,0.15,0.34,1
1135,Education,"Kotlin, Python, React",23,0.01,0.41,0
2785,Retail,"SQL, React",83,0.57,0.55,1
4165,Finance,"NodeJS, React, Python",57,0.97,0.12,1
2347,Health,SQL,89,0.48,0.56,1
4898,Education,"Java, AWS, Python",88,0.21,0.71,1
2251,Health,"Java, Python",1,0.46,0.87,0
61,Retail,"NodeJS, AWS, React",92,0.6,0.3,1
3011,Health,"Java, Kotlin",29,0.8,0.75,1
3902,Retail,NodeJS,50,0.45,0.61,1
1338,Finance,"AWS, SQL",64,0.17,0.5,1
1185,Retail,"Java, Kotlin",99,0.19,0.92,1
4427,Retail,Kotlin,81,0.9,0.62,1
1552,Education,"Python, Kotlin, Java",75,0.24,0.37,1
4434,Health,AWS,37,0.73,0.71,1
1630,Education,SQL,61,0.27,0.96,1
1328,Tech,"Python, NodeJS",7,0.72,0.92,1
1527,Retail,React,90,0.08,0.98,1
1674,Tech,NodeJS,87,0.21,0.1,1
1362,Education,"Java, React, SQL",64,0.41,0.44,1
1574,Health,"SQL, NodeJS, Kotlin",18,0.52,0.43,0
2687,Education,"Kotlin, AWS, SQL",29,0.35,0.38,0
4371,Health,"NodeJS, Python, Kotlin",98,0.57,0.18,1
2367,Health,"NodeJS, React, AWS",60,0.33,0.83,1
3758,Finance,"SQL, Kotlin",54,0.68,0.67,1
2435,Retail,"React, Kotlin",72,0.51,0.61,1
1994,Education,"SQL, AWS, React",21,0.71,0.45,1
870,Health,"Kotlin, SQL, Python",21,0.43,0.39,0
1015,Education,"Python, Kotlin",58,0.88,0.79,1
1912,Education,"Java, React, NodeJS",49,0.38,0.53,1
603,Health,"SQL, Kotlin, NodeJS",36,0.31,0.61,1
3822,Tech,"SQL, Kotlin",17,0.56,0.1,0
691,Retail,"NodeJS, Kotlin",80,0.51,0.47,1
494,Retail,"SQL, NodeJS",53,0.52,0.13,1
490,Finance,Java,15,0.8,0.05,0
2557,Finance,React,79,0.59,0.69,1
4486,Finance,"NodeJS, SQL",40,0.89,0.27,1
295,Retail,"SQL, Kotlin, React",81,0.62,0.97,1
4028,Tech,"NodeJS, AWS, Python",51,0.02,0.61,1
2844,Retail,AWS,65,0.87,0.65,1
2913,Retail,"NodeJS, Kotlin",13,0.84,0.2,0
1718,Retail,Kotlin,38,0.05,0.13,0
2597,Retail,SQL,74,0.13,0.53,1
4745,Tech,"NodeJS, SQL",97,0.56,0.93,1
1874,Finance,"SQL, Java",26,0.04,0.06,0
4664,Education,"React, SQL, Python",76,0.41,0.51,1
3259,Finance,"SQL, Java, Python",83,0.98,0.2,1
2818,Finance,SQL,15,0.17,0.78,0
445,Education,Kotlin,5,0.21,0.68,0
3642,Retail,SQL,2,0.68,0.1,0
4459,Tech,"React, Kotlin, Python",78,0.04,0.62,1
742,Tech,"React, NodeJS, Kotlin",93,0.82,0.98,1
2042,Finance,Python,65,0.2,0.53,1
680,Education,"AWS, Python",77,0.53,0.29,1
2468,Health,"React, Python, SQL",60,0.25,0.15,1
3698,Retail,"AWS, Kotlin",96,0.66,0.99,1
1359,Finance,"Kotlin, Python, Java",98,0.59,0.56,1
63,Tech,"Java, React, NodeJS",56,0.95,0.37,1
2560,Education,"NodeJS, Python, SQL",78,0.45,0.21,1
3770,Education,"SQL, Kotlin, Java",38,0.87,0.95,1
4352,Finance,"Kotlin, React",57,0.58,0.63,1
135,Health,"Kotlin, NodeJS",51,0.91,0.06,1
3645,Tech,"Python, Java",41,0.29,0.06,0
4971,Finance,Java,79,0.55,0.94,1
4918,Health,"Java, Kotlin",70,0.39,0.71,1
2136,Education,"React, NodeJS",93,0.07,0.1,1
3279,Retail,AWS,83,0.57,0.62,1
823,Tech,"SQL, Java",52,0.79,0.42,1
3075,Tech,Java,1,0.56,0.79,0
2982,Health,"Java, AWS",85,0.28,0.27,1
121,Finance,"Python, NodeJS, React",18,0.26,0.38,0
1638,Education,SQL,27,0.24,0.17,0
925,Health,"Java, AWS, Kotlin",92,0.98,0.25,1
645,Retail,"SQL, Kotlin, React",72,0.4,0.19,1
2033,Retail,SQL,95,0.32,0.02,1
2762,Retail,"NodeJS, Python",76,0.42,0.05,1
2069,Health,"AWS, Java",42,0.12,0.84,1
242,Education,"NodeJS, React",6,0.2,0.8,0
2669,Tech,"Python, NodeJS, SQL",90,0.51,0.14,1
803,Finance,"Java, SQL, NodeJS",80,0.8,0.67,1
4165,Tech,"NodeJS, React",94,0.88,0.75,1
196,Education,"NodeJS, Java",83,0.87,0.05,1
2188,Tech,"SQL, React, NodeJS",82,0.94,0.09,1
3516,Health,NodeJS,24,0.13,0.56,0
2331,Retail,NodeJS,45,0.04,0.37,0
2360,Education,"SQL, NodeJS, React",84,0.11,0.7,1
4842,Education,"Python, React, NodeJS",71,0.6,0.56,1
3607,Tech,"Python, AWS, Java",7,0.56,0.03,0
277,Health,"Java, Python",16,0.67,0.68,1
61,Tech,Java,58,0.37,0.2,1
3391,Tech,"React, Kotlin, AWS",57,0.39,0.31,1
1914,Education,"SQL, Java",42,0.55,0.74,1
3928,Tech,SQL,14,0.08,0.77,0
2592,Retail,Java,56,0.8,0.35,1
567,Tech,AWS,12,0.92,0.09,0
3936,Retail,"AWS, Kotlin",93,0.39,0.77,1
1572,Education,"React, Python",15,0.74,0.87,1
4718,Health,AWS,8,0.55,0.96,1
1201,Retail,"NodeJS, AWS",58,0.24,0.32,1
4410,Health,React,53,0.07,0.12,0
2855,Health,"React, AWS, Python",9,0.25,0.94,0
2896,Retail,"NodeJS, AWS",46,0.6,0.4,1
1237,Education,Kotlin,92,0.04,0.09,1
137,Finance,Python,91,0.84,0.5,1
1030,Health,NodeJS,7,0.97,0.19,0
2157,Health,"AWS, Kotlin, Java",44,0.08,0.36,0
2595,Education,"Java, Kotlin, AWS",14,0.25,0.32,0
662,Education,"Java, AWS",75,0.68,0.99,1
2473,Tech,"Java, React, Kotlin",96,0.81,0.64,1
2678,Education,"Kotlin, NodeJS",92,0.35,0.49,1
2309,Health,"AWS, Python",6,0.52,0.51,0
87,Retail,"NodeJS, Python",35,0.89,0.6,1
2513,Finance,Kotlin,70,0.38,0.87,1
2943,Tech,"AWS, SQL",61,0.08,0.15,1
2774,Retail,NodeJS,24,0.99,0.6,1
2505,Finance,"Java, NodeJS",73,0.18,0.32,1
3311,Finance,"Java, SQL, Python",2,0.05,0.57,0
1701,Finance,NodeJS,78,0.41,0.52,1
3671,Retail,"NodeJS, React, AWS",51,0.12,0.03,0
2701,Tech,"SQL, React, Java",31,0.98,0.58,1
3630,Tech,"React, Java",94,0.38,0.71,1
4591,Finance,"Java, SQL, NodeJS",27,0.83,0.25,1
1648,Retail,"Python, Java",100,0.18,0.11,1
3319,Finance,Java,31,0.14,0.21,0
3688,Education,"Java, Python",70,0.65,0.64,1
597,Tech,"Java, AWS, NodeJS",43,0.91,0.47,1
4546,Health,"React, AWS, Python",82,0.11,0.87,1
485,Finance,"Kotlin, AWS",52,0.59,0.28,1
646,Education,"SQL, Python, Java",14,0.08,0.37,0
3090,Tech,Java,59,0.81,0.53,1
4758,Retail,"NodeJS, AWS, Java",20,0.91,0.46,1
4854,Tech,"SQL, NodeJS",52,0.63,0.55,1
4385,Retail,NodeJS,75,0.69,0.31,1
721,Retail,React,40,0.06,0.17,0
4734,Finance,NodeJS,68,0.07,0.8,1
499,Finance,"NodeJS, Python, AWS",44,0.18,0.04,0
4730,Tech,"AWS, Kotlin",6,0.27,0.37,0
1674,Education,"NodeJS, SQL, Python",87,0.76,0.09,1
3068,Tech,"AWS, Kotlin",57,0.44,0.74,1
115,Health,"NodeJS, SQL",58,0.08,0.37,1
2980,Retail,"React, Kotlin, Python",72,0.85,0.03,1
4770,Retail,NodeJS,30,0.99,0.08,1
1737,Finance,"NodeJS, Python",100,0.46,0.2,1
3612,Education,"NodeJS, Kotlin",52,0.51,0.79,1
2254,Finance,Python,11,0.08,0.8,0
2295,Health,"NodeJS, Kotlin",47,0.38,1.0,1
3631,Tech,"Java, React",5,0.37,0.24,0
147,Tech,React,3,0.97,0.06,0
3983,Education,"Python, NodeJS, Kotlin",15,0.66,0.28,0
3454,Finance,"Python, Java, NodeJS",2,0.78,0.18,0
4508,Finance,"Java, Python, React",2,0.13,0.71,0
2411,Health,"Java, React",72,0.42,0.97,1
137,Tech,"AWS, Kotlin",54,0.19,0.27,1
3361,Finance,NodeJS,46,0.86,0.33,1
3006,Education,React,94,0.15,0.35,1
3553,Tech,"NodeJS, SQL, Kotlin",41,0.44,0.86,1
19,Health,Kotlin,69,0.05,0.58,1
2243,Education,"Kotlin, Python",30,0.63,0.97,1
449,Retail,"Java, AWS, Kotlin",44,0.48,0.63,1
1949,Health,SQL,10,0.5,0.71,1
946,Education,Kotlin,97,0.1,0.09,1
4237,Finance,"AWS, SQL, Python",88,0.51,0.95,1
1921,Retail,"Java, Kotlin",83,0.56,0.63,1
2978,Health,"AWS, Java",30,0.96,0.52,1
4189,Finance,"AWS, Python",89,0.03,0.39,1
4016,Retail,NodeJS,75,0.92,0.08,1
239,Tech,"NodeJS, Python",49,0.48,0.13,1
205,Finance,"Kotlin, React",35,0.21,0.01,0
2608,Education,"SQL, Python, React",65,0.67,1.0,1
4341,Health,Kotlin,17,0.52,0.79,1
4928,Retail,"SQL, Java, Kotlin",31,0.23,0.8,1
3389,Finance,Python,70,0.63,0.73,1
2973,Tech,"Kotlin, SQL, NodeJS",77,0.47,0.48,1
4391,Health,Python,52,0.69,0.09,1
2688,Health,React,26,0.69,0.07,0
4952,Finance,"AWS, Java, NodeJS",100,0.47,0.92,1
4167,Tech,React,5,0.39,0.0,0
1349,Retail,"SQL, Kotlin",14,0.06,0.7,0
4401,Finance,"AWS, React",51,0.49,0.63,1
817,Retail,AWS,15,0.24,0.5,0
821,Health,Python,12,0.05,0.97,0
193,Retail,AWS,46,0.33,0.2,1
1777,Tech,React,64,0.09,0.79,1
3646,Education,"SQL, Java, NodeJS",72,0.58,0.67,1
4625,Tech,Java,59,0.5,0.97,1
251,Retail,"NodeJS, Java",95,0.79,0.93,1
1789,Finance,"SQL, AWS, React",26,0.27,0.13,0
3701,Health,"NodeJS, AWS, SQL",29,0.37,0.31,0
2464,Education,"React, Python, SQL",4,0.69,0.85,1
1168,Finance,"Python, Kotlin",50,0.99,0.23,1
3894,Finance,"Python, Java",92,0.9,0.38,1
1097,Tech,NodeJS,25,0.52,0.63,1
2680,Retail,"Python, SQL, Kotlin",40,0.68,0.56,1
1848,Tech,"AWS, Java, Kotlin",32,0.53,0.64,1
3905,Retail,Java,100,0.43,0.71,1
505,Tech,"Java, AWS, Python",75,0.6,0.73,1
1622,Finance,"Python, AWS",37,0.39,0.74,1
2473,Health,"SQL, AWS, Java",10,0.28,0.99,1
2547,Retail,"React, AWS, Kotlin",38,0.71,0.36,1
1388,Education,"NodeJS, Python",61,0.87,0.04,1
2995,Education,"Java, Kotlin",100,0.29,0.35,1
3817,Finance,"AWS, Kotlin, Python",27,0.71,0.91,1
718,Tech,NodeJS,81,0.43,0.08,1
3485,Tech,"React, Java, SQL",7,0.3,0.65,0
4435,Finance,AWS,73,0.62,0.42,1
659,Education,Python,99,0.94,0.92,1
4009,Education,React,9,0.35,0.93,1
4525,Tech,"Java, Python, NodeJS",59,0.76,0.79,1
4995,Retail,"Python, React, Java",36,0.31,0.1,0
4235,Health,React,30,0.8,0.02,1
3765,Retail,"SQL, Python",95,0.76,0.14,1
2990,Education,NodeJS,19,0.77,0.32,1
4638,Retail,"SQL, Python, NodeJS",41,1.0,0.24,1
2105,Health,"AWS, Java",55,0.14,0.37,1
1256,Retail,"NodeJS, SQL, Python",87,0.39,0.14,1
2483,Retail,Java,84,0.63,0.75,1
384,Retail,"NodeJS, SQL, AWS",6,0.59,0.85,1
2608,Retail,"AWS, Python, Java",88,0.78,0.49,1
194,Finance,"Kotlin, NodeJS, AWS",22,0.05,0.96,1
3808,Education,"NodeJS, React, SQL",70,0.71,0.12,1
3720,Health,SQL,24,0.74,0.11,0
2582,Education,"Python, Kotlin",62,0.06,0.2,1
2566,Finance,"Kotlin, Python, AWS",42,0.54,0.98,1
2764,Finance,"NodeJS, React, AWS",22,0.24,0.42,0
2799,Finance,"SQL, Kotlin, Java",82,0.8,0.92,1
2340,Finance,"NodeJS, AWS",16,0.05,0.2,0
3407,Retail,NodeJS,100,0.15,0.85,1
732,Education,SQL,13,0.1,0.31,0
2873,Tech,SQL,37,0.07,0.73,1
3121,Health,SQL,52,0.6,0.97,1
4781,Finance,"Java, Python, NodeJS",24,0.87,0.93,1
4178,Education,"SQL, React, Python",83,0.51,0.83,1
2605,Finance,"React, Kotlin, Java",84,0.21,0.05,1
2383,Finance,SQL,91,0.34,0.61,1
532,Finance,Java,17,0.36,0.84,1
4317,Finance,Java,16,0.45,0.4,0
635,Finance,"AWS, Kotlin",1,0.42,0.73,0
1770,Health,Python,85,0.67,0.14,1
3805,Education,AWS,91,0.34,0.18,1
2371,Finance,"Python, AWS, React",1,0.66,0.64,0
3,Finance,"AWS, Java",30,0.55,0.44,1
206,Finance,"AWS, Kotlin, SQL",84,0.05,0.22,1
4136,Finance,"NodeJS, React",24,0.92,0.28,1
2622,Retail,"Python, NodeJS",46,0.18,0.62,1
4740,Retail,"SQL, Kotlin, Python",2,0.45,0.73,0
2891,Tech,Kotlin,15,0.95,0.21,1
3194,Finance,"AWS, React",29,0.25,0.96,1
2667,Tech,"Java, SQL",99,0.02,0.01,1
3307,Health,"React, Python",62,0.49,0.7,1
898,Tech,"Python, NodeJS, Java",13,0.22,0.29,0
1086,Education,"NodeJS, SQL",83,0.58,0.48,1
1280,Retail,Python,65,0.82,0.57,1
671,Retail,"NodeJS, Python",45,0.51,0.56,1
1506,Finance,"NodeJS, Java",47,0.65,0.78,1
3576,Finance,"Kotlin, AWS, Java",16,0.67,0.82,1
4815,Health,SQL,3,0.82,0.07,0
1956,Health,"Kotlin, AWS",70,0.69,0.7,1
250,Education,"Java, Python, React",95,0.98,0.4,1
1893,Finance,"React, SQL, Java",5,0.46,0.82,0
3440,Finance,SQL,26,0.05,0.61,0
1854,Health,"SQL, AWS, Python",92,0.39,0.01,1
2855,Health,"AWS, React",15,0.84,0.67,1
1504,Health,NodeJS,73,0.13,0.93,1
3386,Retail,Kotlin,55,0.74,0.08,1
3572,Tech,"Python, Java, AWS",22,0.54,0.49,1
3793,Tech,Java,37,0.9,0.63,1
3427,Finance,"SQL, Java, NodeJS",85,0.73,0.2,1
44,Retail,SQL,29,0.66,0.65,1
3613,Health,"Java, NodeJS, React",26,0.89,0.05,1
2619,Finance,"Kotlin, React, Python",70,0.91,0.91,1
4679,Retail,"Kotlin, SQL",11,0.38,0.76,0
3164,Education,"Python, SQL",100,0.93,0.94,1
1289,Retail,"Kotlin, React, Java",20,0.05,0.42,0
2943,Finance,"AWS, SQL, Kotlin",84,0.76,0.03,1
220,Tech,"React, AWS, Kotlin",91,0.34,0.34,1
1926,Health,Java,70,0.49,0.52,1
2973,Education,Java,33,0.84,0.94,1
3514,Retail,"NodeJS, AWS",30,0.64,0.88,1
2449,Finance,"AWS, NodeJS, React",50,0.46,0.59,1
3472,Finance,AWS,34,0.16,0.73,1
2775,Health,"AWS, React",5,0.94,0.95,1
991,Finance,AWS,80,0.33,0.85,1
2947,Finance,Python,12,0.1,0.66,0
1813,Health,Python,76,0.56,0.54,1
4954,Education,"React, SQL, AWS",75,0.41,0.48,1
804,Tech,"Java, React, Python",52,0.59,0.76,1
490,Tech,"AWS, SQL",51,0.23,0.81,1
3557,Retail,"Kotlin, Python, AWS",21,0.38,0.22,0
1494,Education,Python,71,0.97,0.47,1
3646,Retail,Kotlin,58,0.94,0.77,1
2892,Tech,Kotlin,98,0.86,0.68,1
1706,Health,"SQL, Java, React",64,0.78,0.59,1
3517,Finance,"Kotlin, Python, SQL",93,0.16,0.32,1
3341,Tech,"React, AWS, NodeJS",6,0.47,0.61,0
54,Education,"Java, React",100,0.73,0.61,1
2576,Tech,"Java, React",98,0.26,0.43,1
3592,Education,"SQL, NodeJS",49,0.03,0.96,1
616,Education,"NodeJS, Python",72,0.42,0.65,1
955,Education,Python,37,0.43,0.85,1
2434,Retail,"Java, React",10,0.07,0.13,0
1630,Health,React,80,0.32,0.76,1
2782,Tech,"React, Python, NodeJS",66,0.92,0.6,1
650,Health,"SQL, Java",56,0.25,0.31,1
2348,Finance,Java,83,0.57,0.14,1
4491,Tech,"NodeJS, Python",71,0.49,0.38,1
3279,Health,Python,66,0.86,0.44,1
2641,Health,Java,45,0.65,0.14,1
3802,Finance,SQL,87,0.16,0.67,1
2562,Education,Java,95,0.14,0.31,1
3250,Tech,"Java, AWS",68,0.56,0.81,1
371,Tech,"React, Java",64,0.05,0.65,1
858,Finance,"React, Python, NodeJS",16,0.39,0.31,0
4887,Education,Kotlin,10,0.4,0.36,0
4754,Tech,"SQL, React",21,0.2,0.94,1
384,Tech,"Java, AWS, NodeJS",92,0.3,0.95,1
3878,Tech,"SQL, AWS, Python",12,0.33,0.42,0
2553,Education,"NodeJS, React, Python",13,0.01,0.68,0
4335,Finance,"SQL, AWS, Java",81,0.81,0.98,1
4291,Tech,"AWS, Python, React",82,0.96,0.99,1
2726,Health,"NodeJS, Python, Java",10,0.29,0.07,0
4035,Education,"Java, React, SQL",92,0.11,0.55,1
3294,Retail,SQL,13,0.95,0.73,1
4252,Finance,AWS,34,0.74,0.19,1
3989,Health,NodeJS,59,0.89,0.82,1
923,Tech,"Java, Python",49,0.36,0.47,1
2916,Retail,"Kotlin, Python",6,0.48,0.5,0
2951,Finance,AWS,12,0.93,0.27,1
3047,Education,"AWS, NodeJS, React",29,0.46,0.3,0
975,Retail,"React, Python",77,0.67,0.08,1
1231,Retail,"Python, SQL",26,0.7,0.93,1
2436,Health,"AWS, React, Kotlin",68,0.84,0.38,1
1815,Finance,React,79,0.98,0.16,1
2935,Health,AWS,16,0.33,0.14,0
4934,Health,"Python, AWS",53,0.25,0.41,1
1364,Tech,Python,19,0.08,0.63,0
3941,Education,"NodeJS, AWS, React",47,0.86,0.78,1
204,Retail,"SQL, React, Kotlin",90,0.29,0.92,1
161,Finance,"NodeJS, Python",32,0.05,0.64,0
4488,Education,AWS,70,0.87,0.42,1
769,Education,"NodeJS, Python",70,0.51,0.42,1
3749,Finance,"React, Python, Kotlin",61,0.84,0.57,1
2582,Education,"SQL, AWS, Java",5,0.55,0.54,0
1094,Tech,Java,59,0.31,0.64,1
4501,Education,"AWS, Kotlin",2,0.13,0.5,0
608,Tech,NodeJS,2,0.44,0.06,0
1541,Retail,SQL,3,0.03,0.5,0
2876,Retail,"Java, Kotlin, AWS",70,0.6,0.02,1
3192,Health,"Java, React",95,0.43,0.18,1
1838,Tech,"SQL, React, Python",43,0.14,0.39,0
690,Retail,"SQL, NodeJS, Python",5,0.53,0.55,0
3760,Education,"AWS, NodeJS",50,0.8,0.18,1
2950,Finance,SQL,10,0.97,0.28,1
2104,Finance,Python,27,0.53,0.37,1
366,Tech,NodeJS,24,0.13,0.2,0
3576,Health,Java,22,0.81,1.0,1
4551,Education,"Java, Kotlin",89,0.7,0.8,1
4200,Tech,Kotlin,3,0.95,0.81,1
4173,Finance,"SQL, Kotlin",16,0.54,0.57,1
4326,Tech,Java,30,0.36,0.96,1
2379,Education,"React, SQL",43,0.96,0.73,1
1206,Retail,"AWS, Python, Java",4,0.54,0.33,0
4989,Education,Python,40,0.02,0.61,1
3840,Retail,"NodeJS, SQL, AWS",16,0.47,0.54,0
2736,Retail,Kotlin,72,0.0,0.58,1
3348,Retail,"Kotlin, Python, AWS",88,0.74,0.82,1
1676,Tech,"SQL, NodeJS",16,0.57,0.51,0
299,Finance,NodeJS,91,0.11,0.73,1
957,Tech,"Java, NodeJS, SQL",66,0.81,0.25,1
1115,Finance,"AWS, React, Python",55,0.54,0.93,1
2506,Education,"NodeJS, React",20,0.11,0.09,0
1475,Health,"React, SQL, AWS",51,0.16,0.99,1
4461,Education,"Python, Java, React",84,0.82,0.63,1
4447,Tech,React,84,0.36,0.47,1
3727,Tech,SQL,83,0.82,0.31,1
3472,Finance,"Kotlin, Java, SQL",57,0.07,0.41,1
2829,Tech,"AWS, React, SQL",51,0.24,0.78,1
2851,Retail,"SQL, Kotlin, Python",18,0.76,0.14,0
2507,Tech,"Java, Kotlin, NodeJS",77,0.64,0.25,1
3771,Finance,"React, AWS",81,0.31,0.12,1
2965,Finance,Java,59,0.94,0.43,1
4595,Retail,"Java, SQL, Kotlin",97,0.21,0.39,1
950,Finance,"Python, SQL, React",28,0.85,0.65,1
4604,Health,Java,69,0.7,1.0,1
2851,Education,"Python, Java",28,0.12,0.89,1
166,Tech,Kotlin,89,0.56,0.88,1
3487,Health,Python,84,0.93,0.65,1
2510,Tech,SQL,85,0.62,0.27,1
920,Health,AWS,13,0.53,0.38,0
114,Tech,"NodeJS, AWS",6,0.37,0.25,0
3505,Retail,"Kotlin, SQL",29,0.79,0.14,1
992,Finance,Python,9,0.91,0.44,1
3840,Finance,Kotlin,29,0.75,0.9,1
1259,Retail,"Java, Python",38,0.73,0.74,1
3427,Health,"React, AWS",65,0.19,0.98,1
515,Education,React,56,0.83,0.19,1
4805,Health,NodeJS,30,0.04,0.5,0
3197,Finance,"NodeJS, Python, Kotlin",96,0.76,0.79,1
4435,Education,"React, Kotlin",59,0.21,0.46,1
2585,Tech,"AWS, React",87,0.49,0.36,1
68,Education,"NodeJS, SQL",58,0.7,0.82,1
1597,Health,SQL,10,0.76,0.43,0
4479,Retail,"React, Python, AWS",21,0.89,0.91,1
19,Tech,"SQL, Kotlin, AWS",56,0.28,0.27,1
2731,Health,NodeJS,26,0.22,0.9,1
3522,Tech,"Python, Kotlin",15,1.0,0.28,1
573,Education,"React, Kotlin, SQL",81,0.21,0.29,1
2259,Finance,"SQL, Python",35,0.67,0.42,1
2903,Health,AWS,89,0.95,0.52,1
651,Retail,"Java, NodeJS, React",15,0.9,0.42,1
2588,Education,"NodeJS, React, Java",97,0.44,0.86,1
3263,Health,"NodeJS, React, Python",75,0.64,0.8,1
1339,Retail,"Python, NodeJS",88,0.53,0.31,1
4997,Health,"NodeJS, Kotlin, SQL",6,0.35,0.51,0
3635,Education,AWS,28,0.14,0.43,0
2828,Health,"Python, NodeJS, SQL",63,0.8,0.06,1
2218,Tech,"Java, Python, NodeJS",29,0.09,0.75,1
3540,Education,"NodeJS, Kotlin, SQL",48,0.61,0.18,1
1038,Health,"NodeJS, SQL, Python",63,0.59,0.93,1
4384,Finance,"Kotlin, Python, SQL",58,0.33,0.4,1
3979,Health,"Python, Java",21,0.14,0.62,0
